Tweet No || ID from Twitter API || Date || Content
424	||	673633521370537984	||	Mon Dec 07 00:42:01 EET 2015	||	RT @tvgazetesi: Sosyal medya ödüllerine Kiralık Aşk damga vurdu https://t.co/lkiYsx0EIq https://t.co/r9jFj0R93e
425	||	702945406502748164	||	Thu Feb 25 21:56:59 EET 2016	||	RT @EmreErgenekon: İMKANSIZ GALATASARAY'CA DEĞİLDİR. BİZ BİTTİ DEMEDEN BİTMEZ...
426	||	639942157961404417	||	Sat Sep 05 02:24:34 EEST 2015	||	Fakirliğin gözünü seveyim,hiç dolandırılmadım?????? (@ Moda Marine Residence in Alanya) https://t.co/6RfYLq4qiw
427	||	651900861057232896	||	Thu Oct 08 02:24:11 EEST 2015	||	RT @deniztemizsoy: "Anayasal Düzene Karşı İşlenen Suçlar" ve "Yumurcak TV" ilişkisi... Valla nobellikmiş, bravo...@Digiturk #digiturk http…
428	||	595559790442610688	||	Tue May 05 15:04:53 EEST 2015	||	aramızda kalmasın
429	||	651715053360709632	||	Wed Oct 07 14:05:51 EEST 2015	||	RT @dunya20101: Aziz sancar nobel ödülünü 24 saat nasıl insan öldürülür üzerine değil, 24 saat nasıl insan yaşatılır üzerine aldı.
430	||	602911704901689344	||	Mon May 25 21:58:46 EEST 2015	||	fb ligin sonunu getiremedi.fb'li futbolcular şampiyonluğu gs'a kaptıracaklarını anlayınca,tatile çıkmak için bolca kart gördüler.bş 2-2 fb.
431	||	702948988459200512	||	Thu Feb 25 22:11:13 EET 2016	||	Birbirimize her zamandan ziyade uzağız. Çünkü artık bir ümidim yok, bu sondu.Sabahattin Ali #Sabahattinali109yaşında
432	||	640646054447325184	||	Mon Sep 07 01:01:36 EEST 2015	||	@DeConstantia @samiltayyar27 götün yiyorsa dağlıcaya git de pkkyla savaş İstanbulun göbeğinde gazete basacağına...
433	||	817027740608106497	||	Thu Jan 05 17:19:27 EET 2017	||	terörist ne midir? AZİZ TÜRK MİLLETİNİN DAMARLARINDAN AKAN ASİL KANLA  beslenmeye çalışan şerefsiz kansız soysuzlar sürüsüdür #izmir
434	||	674333638788579328	||	Tue Dec 08 23:04:02 EET 2015	||	RT @TRT3SPOR: İşte Galatasaray’ın Astana karşısındaki ilk 11’i https://t.co/drzPJl3lUS https://t.co/PXXasRWx7g
435	||	596415696864747521	||	Thu May 07 23:45:57 EEST 2015	||	RT @boyoftrend: Türkiye'de erkek kuaförü itemi http://t.co/JcvPTAoLw0
436	||	744682355198140416	||	Mon Jun 20 03:04:43 EEST 2016	||	Amerikan marşı okununca da aklıma hep efsanevi Dark Knight Rises sahnesi gelir.
437	||	788803795061014528	||	Wed Oct 19 21:07:34 EEST 2016	||	RT @hayriye1kamile: Kürk mantolu madonna https://t.co/7cUG5n9cuN
438	||	765805222467932160	||	Wed Aug 17 09:59:27 EEST 2016	||	Görmek istersen denizi, Yukarıya çevir yüzü; Deniz gibidir gökyüzü Sabahattin Ali
439	||	641003635619561472	||	Tue Sep 08 00:42:30 EEST 2015	||	Sadece yaşıyoruz... #terorulanetliyoruz  #dağlıca https://t.co/9sGjNryDRB
440	||	630126358325166080	||	Sun Aug 09 00:20:05 EEST 2015	||	PTT 1. Lig ekiplerinden Alanyaspor, hazırlık maçında Kuveyt Milli Takımı'nı 4-2 yendi.
441	||	639057377921232896	||	Wed Sep 02 15:48:46 EEST 2015	||	Alanyaspor'u 2-1'le geçerek, ilk galibiyetini alan Yeni Malatyaspor'da, karşılaşma sonrası teknik heyet ve futbolculara 3 gün izin verildi.
442	||	651804274624696320	||	Wed Oct 07 20:00:23 EEST 2015	||	RT @lagrimacante: Memlkeet iki tane Nobel gördü, çatlasanız da patlasanız da ikisi de AK Parti'ye nasib oldu. En az 3 nobel için #Akparti…
443	||	595519424448331776	||	Tue May 05 12:24:29 EEST 2015	||	RT @Yazar212: Araplar Terörizmi bullaştırdı dinimize.Bunlar da hırsızlığı bulaştırdı.Uzak durun dinimizden ! http://t.co/RaEnCL9RwM
444	||	736269227267612672	||	Fri May 27 21:53:57 EEST 2016	||	hüseyin kalpar için çok ilginç oldu. sezona karabükle başladı, karabük'ten ayrıldı alanya'ya geçti. karabük lige çıktı, alanya da lige çıktı
445	||	652428999415758849	||	Fri Oct 09 13:22:49 EEST 2015	||	adam nobel almış siz hala türk kürt falan filan diyonuz ya tek isteğim ağzınıza kocaman dede terliğiyle şöyle okkalı bi yapıştırmak
446	||	639405748397703169	||	Thu Sep 03 14:53:04 EEST 2015	||	PANTENE ALTIN KELEBEK ÖDÜLLERİ’NE GERİ SAYIM HEYECANI BAŞLADI! http://t.co/bXQbqNxfSK
447	||	640989014280044547	||	Mon Sep 07 23:44:24 EEST 2015	||	RT @KACAMAYACAKLAR: @cuneytozdemir dağlıca saldırısıyla ilgili  bir sözünüz var mıdır
448	||	817721260411154432	||	Sat Jan 07 15:15:15 EET 2017	||	Alanya’da ölü Akdeniz foku sahile vurdu https://t.co/UHNwo8X8q9 https://t.co/y1v9y6B7cd
449	||	736269294380666880	||	Fri May 27 21:54:13 EEST 2016	||	Tebrikler. Hakettiniz Akdeniz'in Gururu. @alanyaspororg
450	||	766019534612488192	||	Thu Aug 18 00:11:03 EEST 2016	||	@makbuleipekk atanamıyoruz kızım nasıl iyi olalım ??
451	||	702840607639785472	||	Thu Feb 25 15:00:33 EET 2016	||	Bugün Sabahattin Ali'nin doğum günü. Kürk Mantolu Madonna'yı kısacık ömründe upuzun sevdi.#sabahattinali https://t.co/aXHMkVLeHo
452	||	602917551765626880	||	Mon May 25 22:22:00 EEST 2015	||	RT @webaslan: 28 saniye önceYekta Kurtuluş: Yönetimden tek isteğim kek kalıplarını tekrar kursunlar şampiyonluk kutlamasında kek kalıpları…
453	||	818190854690979840	||	Sun Jan 08 22:21:15 EET 2017	||	Akatlar Arena İzmir marşıyla inledi https://t.co/9Y5mv7dddl https://t.co/MC14DMr07q
454	||	765986798053036032	||	Wed Aug 17 22:00:58 EEST 2016	||	RT @fandomodulleri: ?? En iyi larry shipper ödülü @violentIouis vs @fetuslarents vs @FOOLF0RLARRY vs @touchlarrysoul
455	||	702958320768913408	||	Thu Feb 25 22:48:18 EET 2016	||	@yellowredhd 'Kısacası Galatasaray, bir halatı hep birlikte çekenlerin , hep birlikte üzülüp, hep beraber sevinmesini bilenlerin takımıdır.'
456	||	640949038372757504	||	Mon Sep 07 21:05:33 EEST 2015	||	RT @edizgil: Ordumuza dokunmak bu kadar kolaymı?ULUSALYAS YAS ve sıkı yönetim ilan edip dağlıca tepelerine kalekollar yapılıncaya kadarda k…
457	||	630113444038094848	||	Sat Aug 08 23:28:46 EEST 2015	||	http://t.co/Bu2SqJMAP3 1000 takipçi kazan=>http://t.co/PWtVFYseeF#KupaBeyiGALATASARAY #NeYaptıBuDevletBize #BarışMitingi 7687687687
458	||	629006277822259200	||	Wed Aug 05 22:09:17 EEST 2015	||	RT @gafebesi: Seni seviyorum. Deli gibi değil, gayet aklı başında olarak seviyorum. Sabahattin Ali http://t.co/5cq4cyXhDR
459	||	702651847165747201	||	Thu Feb 25 02:30:29 EET 2016	||	Telef olduk telef ???? https://t.co/kyKs2svRCX
460	||	674864058869395456	||	Thu Dec 10 10:11:44 EET 2015	||	Alo 181 Tapu Randevu Alma Telefonuna Yoğun İlgi - Alanya Haber Merkezi https://t.co/l4T3sz4FlF @ aracılığıyla
461	||	602918558398599169	||	Mon May 25 22:26:00 EEST 2015	||	Lan galatasaray şampiyon olacak saati mi buldun şimdi gel ders çalış bu saatte
462	||	640778313418559488	||	Mon Sep 07 09:47:09 EEST 2015	||	RT @kabatas1994: kefenini giyip dağlıca'ya gitmeye götü yemeyen ak-mallar bağcıla'ra gitmiş aq. http://t.co/qx3sgrc6wu
463	||	652085519480942592	||	Thu Oct 08 14:37:57 EEST 2015	||	Kimya Nobel ödülü büyük tartışma konusu oldu. Bu nobel Türkiye adına alınmış bir Nobel midir?
464	||	629155343407427584	||	Thu Aug 06 08:01:37 EEST 2015	||	RT @GalatasaraySK: Günaydın #Galatasaray Ailesi! http://t.co/Llr3Aywgyp
465	||	640801893816664065	||	Mon Sep 07 11:20:51 EEST 2015	||	RT @TalhaKuncu: Evlat senin olmayınca feda etmesi ne kolay oluyor.#dağlıcayürekleridağladı
466	||	788278093551140864	||	Tue Oct 18 10:18:37 EEST 2016	||	zamanların en iyisiydi, zamanların en kötüsüydü. raskolnikov bunaltıcı düşlerinden uyandığında, kendini madonna'ya dönüşmüş olarak buldu...
467	||	736271248943161347	||	Fri May 27 22:01:59 EEST 2016	||	Helal olsun #alanya hoşgeldin.
468	||	817046686300258304	||	Thu Jan 05 18:34:44 EET 2017	||	Haydi Kalk Ayağa  (Beşiktaş)  / Erdal Güney / bilmiyorum belki de benim için Beşiktaş marşından çok daha öte. https://t.co/nmLWM3Wyej
469	||	736272381380071425	||	Fri May 27 22:06:29 EEST 2016	||	İnanılır gibi değil Alanya'da ki ilk yılım ve #alanyaspor #superligde ??????
470	||	595267954972958720	||	Mon May 04 19:45:14 EEST 2015	||	#SaldırGALATASARAY Hadi be 6'da 6 yolunda ilerle Cimbomum
471	||	640618778867449856	||	Sun Sep 06 23:13:13 EEST 2015	||	İşte bu gece uyku haram :(. Şehitlerimiz var Ne zaman bitecek bu işkence ?? #dağlıca
472	||	596138969286467584	||	Thu May 07 05:26:20 EEST 2015	||	RT @sevgi_kazan1: Ohaa 10.000 takipci gonderdi cok tesekkurler http://t.co/BK3zeMnaXT
473	||	640649305032892416	||	Mon Sep 07 01:14:31 EEST 2015	||	Herkes birbirinin açığını bulup ordan vursun , olan yine askerlerimize oldu. #dağlıca
474	||	602912623429058560	||	Mon May 25 22:02:25 EEST 2015	||	pazartesi günü şampiyonluk mu olur amk
475	||	788923177502212096	||	Thu Oct 20 05:01:57 EEST 2016	||	RT @egemenonline: madonna'nin "trump'tan vazgecip hillary'e oy verenlere oral seks yapacağım, çok da iyi yaparim" diye enteresan bir…
476	||	745567151994572800	||	Wed Jun 22 13:40:35 EEST 2016	||	RT @mehmetaltun645: Chp zihniyetine #1ŞeyDiyimmiChp'nin yeni 10'nuncu marşı. https://t.co/5szw69B1j5
477	||	602921033021128705	||	Mon May 25 22:35:50 EEST 2015	||	RT @Brsaygn: tebrikler şampiyon @juventusfc
478	||	595637963867959297	||	Tue May 05 20:15:31 EEST 2015	||	RT @MuzikveTV: Bu senenin en iyi düeti ödülü @MuratBoz & @Gulsen-İltimas'a gider..
479	||	816816825853825024	||	Thu Jan 05 03:21:21 EET 2017	||	RT @sosyalpencere: Zaman Gazetesi'nin eski Ankara temsilcisi Gazeteci Mustafa Ünal  cezaevinde sağlık sorunları ile uğraşıyorhttps://t.co/…
480	||	640266239219212288	||	Sat Sep 05 23:52:21 EEST 2015	||	RT @karakemal007: [!!!]Cizrede şu ana kadar öldürülen terörist sayısı 17 civarında. Mahallelerde 20 kadar daha terörist olduğu söyleniyor…
481	||	788012204071223296	||	Mon Oct 17 16:42:04 EEST 2016	||	kürk mantolu madonna'yı okudum madonna var: https://t.co/Z9cNrPCrnp
482	||	628679512201555968	||	Wed Aug 05 00:30:50 EEST 2015	||	Şuraya bak @AhmetDavutoglu_ Utan utan ne bu terörün haliYapamayacaksan bırak Türkler yapsın mücadeleyi  https://t.co/dNxY8nPTZD
483	||	630830997182021633	||	Mon Aug 10 23:00:04 EEST 2015	||	ZAYN ASYA ÖDÜLLERİNE KATILDIĞINDA DA ÇOK PİS HEYECAN YAPMIŞTIK AİSMOSMFİSNDJ #MTVHottest One Direction #BelieveInMagicBall
484	||	595076405291003904	||	Mon May 04 07:04:05 EEST 2015	||	RT @efeyorukoglu_: "Geceye yenilmeyen her insana, ödül olarak bir sabah, bir gündüz ve bir güneş vardır."Sezai Karakoç
485	||	652085305546252288	||	Thu Oct 08 14:37:06 EEST 2015	||	Ülkesine ve tarihine sövmeden nobel alınabiliyormuş bunu öğrendik cânı gönülden tebrik ediyoruz
486	||	630024449312600064	||	Sat Aug 08 17:35:08 EEST 2015	||	RT @YoncaKayaSahin: 80'de hapiste zorla istiklal marşı söyletenlerin çocukları bunlar...Türk-Kürt çatışmasını alevlendirmeye çalışıyorlar.…
487	||	743900318816145408	||	Fri Jun 17 23:17:11 EEST 2016	||	Mehter marşı hiç mi kanınızı kaynatmıyor lan az ruhunuz canlansın ruhsuz takım
488	||	674006814443347969	||	Tue Dec 08 01:25:21 EET 2015	||	RT @1905tribun: Rasim Ozan: Dursun Özbek Ronaldo'yu bile getirse bu taraftar Dursun Özbek'e beste yapmaz. #BugünGünlerdenGALATASARAY
489	||	743840327698681858	||	Fri Jun 17 19:18:48 EEST 2016	||	10.yıl marşını yasaklamak nasıl bir hazımsızlık sonucu merak ediyorum.
490	||	595516501039443968	||	Tue May 05 12:12:52 EEST 2015	||	RT @kartaldurusu: Fikret Orman: Beşiktaş ilklerin kulübüdür. Stadı olmadan şampiyon olan dünya tarihindeki ilk kulüp olacağız
491	||	766242977748516864	||	Thu Aug 18 14:58:56 EEST 2016	||	PKK’lı terörist, ev basarak bir şahsı kaçırdıhttps://t.co/5xN5VefHWT https://t.co/iAfEPjUK8c
492	||	604559382706286592	||	Sat May 30 11:06:03 EEST 2015	||	RT @GrandeSaray: 4) Yönetimden ricamız bu 2 çocuğumuza şampiyonluk kupasını kaldırtmalarıdır. @selimardaucer @uralakuzum @dursunozbek2015
493	||	743897319905452032	||	Fri Jun 17 23:05:16 EEST 2016	||	Sen git teknoloji çağında teknolojideki büyümeyi milli ruhu bütünlüğü anlatan 10. yıl marşı yerine mehterle ruh kazandır peki :)
494	||	788089605732048898	||	Mon Oct 17 21:49:38 EEST 2016	||	#kurkmantolumadonna Sabahattin Ali nin bu edebiyat cahillerinin diline düşmesine üzülüyorum çok hemde çok...
495	||	788264189429186560	||	Tue Oct 18 09:23:22 EEST 2016	||	RT @mantolummadonna: Dünyayı değiştirecek olan şey filmler değil, o filmleri izleyen insanlardır.Krzysztof Kieslowski
496	||	736267914450460672	||	Fri May 27 21:48:44 EEST 2016	||	ads holigan, bıçakçı tayfa alanyaspor temiz düzgün insanlar
497	||	651769898075602944	||	Wed Oct 07 17:43:47 EEST 2015	||	RT @iercenk: nobel alan TURK vatandasi TURK bayraginin onunde poz veriyor. orospu cocuklari hala adami baska yere cekme derdinde. ne kadar …
498	||	737187226208108544	||	Mon May 30 10:41:45 EEST 2016	||	RT @FanMevlut: TC Dışişleri Bakanımız @MevlutCavusoglu,#Alanya'da özel hazırlanmış otobüsle şehir içi turuna katıldı.#alanyaspor https://t.…
499	||	602933192312528897	||	Mon May 25 23:24:09 EEST 2015	||	İşte şampiyonluğun öyküsü http://t.co/DtKIwUZYnr http://t.co/CwpkxG1UqF
500	||	640777923360911360	||	Mon Sep 07 09:45:36 EEST 2015	||	Cumhurbaşkanı Erdoğan'dan dağlıca açıklaması http://t.co/0ceCft4900
501	||	640712748079448065	||	Mon Sep 07 05:26:37 EEST 2015	||	RT @fturkaslan1: Kefen giyip sokağa çıkan ak itler şehidimiz #dağlıca da . #Hürriyet gazetesinde değil ! http://t.co/AoI6Sz3Pxe
502	||	788433517692723200	||	Tue Oct 18 20:36:13 EEST 2016	||	RT @campustr: madonna'yı getiremedik ama aleyna ile idare edin https://t.co/nR56ewUQQE
503	||	652245909665894400	||	Fri Oct 09 01:15:17 EEST 2015	||	A.Hür şu an erken davrandım diye kendini yiyodur bi bakmak lazım. Söyleyin "bir faşiste nobel verdiler" diyebilir hala. deli ne yapsa yeri
504	||	787943182600441857	||	Mon Oct 17 12:07:48 EEST 2016	||	Bende kürk mantolu madonnayi bizim madonna saniyodum a k.
505	||	602919711815380992	||	Mon May 25 22:30:35 EEST 2015	||	RT @Darroll_FB: Ya allah aşkına konuşturmayın şu spastiği amına kodumunun şaşısı sahanda akhisar erciyesi yensen şampiyonduk
506	||	640862123984351232	||	Mon Sep 07 15:20:11 EEST 2015	||	RT @Efeler_tabur: Son dakika: dağlıca bölgesinde eyp sonucu şehit olan askerlerimizin net sayısı 31. Yaralı asker sayısı ise 6 olarak rapor…
507	||	736631522887897089	||	Sat May 28 21:53:35 EEST 2016	||	RT @merduem: fatih istanbul'u fethettiği yaşta emrinde ordusu vardı amına koyim ben aynı yaşta alanya'da sıla barda çalışıyordum
508	||	640650039006744576	||	Mon Sep 07 01:17:26 EEST 2015	||	Kaç#şehit daha vereceğiz kaç ananın yüreğini sönmeyen ateşler yakacak kavuracak.. Buna neden olanlar bu ateşte iledebed kavrulsunlar#dağlıca
509	||	743765379676135424	||	Fri Jun 17 14:20:59 EEST 2016	||	100.yıl marşı yazacakmış. Bence bir cümle bile kuracak kapasitesi yoktur.
510	||	602913374226231296	||	Mon May 25 22:05:24 EEST 2015	||	Bişey demeyim dedim ama,Herkes tuttuğu takımı bence iyice bir düşünsün yeniden, şampiyonluk şansın varhala YENEMİYORSUNeliniÇEKİYORdiyenlere
511	||	675003095873667077	||	Thu Dec 10 19:24:13 EET 2015	||	RT @formondesport: Selçuk İnan, Şampiyonlar Ligi'nde haftanın takımına seçildi. https://t.co/YQCIZ6qvQM
512	||	743908493506273280	||	Fri Jun 17 23:49:40 EEST 2016	||	RT @Holy_Orco: Mehter marşı bir sike yaramayınca stadlarımızla yasaklanan 10. Yıl Marşı çalınıyor...#bizbitidemedenbitmez
513	||	788096664770842625	||	Mon Oct 17 22:17:41 EEST 2016	||	RT @munzeviherif: kürk mantolu madonna madonnanın ilk kürkünü nasıl aldığını anlatıyor, güzel bir kitap tavsiye ederim.
514	||	702367116821991425	||	Wed Feb 24 07:39:04 EET 2016	||	RT @zakaradag: Haydi Kahvaltıya https://t.co/x5DenFoEq6
515	||	630796444522401793	||	Mon Aug 10 20:42:46 EEST 2015	||	RT @ARPACzeynel: Onlarca örgüt ve hatta 40 ülkenin başa çıkamadığı İŞ(İT)terör örgütünü dize getirmişRojava'ya giriş VARÇıkış TUNE#Rojav…
516	||	702769690326736896	||	Thu Feb 25 10:18:45 EET 2016	||	#TerörÖrgütüMüslümanKardeşlerdurun siz kardeşsiniz yok tamam durmayın teröristmişsiniz
517	||	788040255576350722	||	Mon Oct 17 18:33:32 EEST 2016	||	RT @bukomonroe: seni kürk mantolu madonna'yı madonna sandığın için değil, kitabı okudum demene rağmen madonna sandığın için linç ettiler. a…
518	||	743944983972089857	||	Sat Jun 18 02:14:40 EEST 2016	||	Srna'nın babası öldü, milli marş esnasında ağladı, 90 dakika köpek gibi koştu. Arda'ya 3 ıslık geldi diye psikolojisi bozuldu maçı bıraktı.
519	||	767103351142092800	||	Sat Aug 20 23:57:45 EEST 2016	||	RT @ASYSokak: İnsanların en mutlu gününü kana bulamak.. Nasıl bir terör bu nasıl bir vicdansızlık #Gaziantep
520	||	675014705702936577	||	Thu Dec 10 20:10:21 EET 2015	||	RT @onbasi_pars: Ülkü Ocakları kavga yeri değil, bilim yuvasıdır, peygamber ocağıdır. Bunun en büyük örneği nobel ödülü kazanan Ülkü Ocaklı…
521	||	602914477332418560	||	Mon May 25 22:09:47 EEST 2015	||	Millet şampiyonluk kutluyo ben burda yazar eser ezberliyorum. Adaletin bu mu dünyaa ??
522	||	651753901012688896	||	Wed Oct 07 16:40:13 EEST 2015	||	RT @Future_Escape: NATO nun Kadın askeri PKK ya nobel verilmiş gibi propaganda yapıyor şu an.Aziz Sancar https://t.co/GXcT8O4a7L
523	||	743912046077550593	||	Sat Jun 18 00:03:47 EEST 2016	||	RT @footballchu: ARDA maçtan sonra kameralara "iyi oynamadım, çek maçı böyle olmayacak" falan filan, saygı duruşu, İstiklal marşı , kapanış
524	||	595939475592769536	||	Wed May 06 16:13:37 EEST 2015	||	aa'dan sonra yeni moda Tick Tack Boom https://t.co/Vz75BzvJpZ - Milli Eğitim Müdürü&#39;ne 99903
525	||	674755329922592768	||	Thu Dec 10 02:59:41 EET 2015	||	RT @KN_Farsi: Nobel ödüllü Cumhurbaşkanı Horta: Öcalan özgür olmalı https://t.co/ZclvwJuVJj #Kurdistan
526	||	702088585709797376	||	Tue Feb 23 13:12:17 EET 2016	||	Gaziantep BŞB. 0-2 Adana Demirspor - PTT 1. Lig Haberleri - Spor Mynet https://t.co/U6dCQA3M2k
527	||	788017128154750976	||	Mon Oct 17 17:01:38 EEST 2016	||	@kadirinatolyesi madonna canlandirsin amk
528	||	818110051407765504	||	Sun Jan 08 17:00:10 EET 2017	||	RT @CMYLMZ: Efendiler ! Bu kürk mantodur ! (Bazen sıfırdan baslamak iyidir) https://t.co/MaVNWerjeS
529	||	640610474170687489	||	Sun Sep 06 22:40:13 EEST 2015	||	RT @BelginBasgan: Ya istiklal ya ölüm"'den geldiğimiz nokta "ya 400 vekil ya ölüm #dağlıca
530	||	651848679717007360	||	Wed Oct 07 22:56:50 EEST 2015	||	Bugün konuyu nobel ödülüne getirince şefim inşallah sizinde olur dedi, verdiğim tepki "ayy ben istemiyorum"
531	||	651806849914773504	||	Wed Oct 07 20:10:37 EEST 2015	||	RT @aziz_sancarTC: Bilim adamı olarak ekibim ile yaptığım bu keşif kanser tedavisinde çığır açacaktır , dualar bile nobel kadar değerlidir????
532	||	641298327410245632	||	Tue Sep 08 20:13:30 EEST 2015	||	RT @hakansukur: Şehitlerimiz için Azarbaycan' da 3 gün milli yas ilan edildi.  #ığdır #dağlıca
533	||	743901983942246400	||	Fri Jun 17 23:23:48 EEST 2016	||	Arkadan da mehter marşı çalıyor lan atalarin kemikleri sizliyor
534	||	766538600703942656	||	Fri Aug 19 10:33:38 EEST 2016	||	RT @Akhadice: #BirlikteTerörüYeneriz  EĞER İNANIYORSANIZ KARDEŞİZ...HADİCE EKŞİ yazdıhttps://t.co/oUV4jRH2Vz …   https://t.co/i9CjdyS…
535	||	602906583639707648	||	Mon May 25 21:38:25 EEST 2015	||	RT @eminekavasoglu: Başakşehir çıldırdı şampiyonluk istiyor
536	||	766709690558451712	||	Fri Aug 19 21:53:29 EEST 2016	||	Eğer ki Dursun Başkan Onay verirse Edin Dzeko'da Galatasaray forması giyer.Ama maliyeti Çok yüksek.
537	||	604574821935157248	||	Sat May 30 12:07:24 EEST 2015	||	@scm1907 Kurtulyoruz iki kulvarda da şampiyon yapamayandan :) gsnin şampyonluk kutlması gibi bizde İsmail kartal'a good bye kutlaması ypalım
538	||	674999530702684160	||	Thu Dec 10 19:10:03 EET 2015	||	Toroslarda dumandan 50 metreyi görebilene ödül var ??
539	||	651727460141285376	||	Wed Oct 07 14:55:09 EEST 2015	||	madem öyle, o zaman nobel ödülü alanlar listesinde neden bir kürdün adı 'türk bilimadami' olarak geçsin canısı.? https://t.co/0euwRASP26
540	||	817473628681994244	||	Fri Jan 06 22:51:15 EET 2017	||	@TrendBasket @12numaraorg ya arkadaş milli bayramlarda bu marş bütün arabalarda çalınır heryerde beraber söylerdik ne oldu bize anlamıyorum
541	||	629427226581299200	||	Fri Aug 07 02:01:59 EEST 2015	||	RT @baystatham: Wifi'nin şifresini Şampiyonlar Ligi yapalım da Fenerbahçeliler giremesin
542	||	745369008896020480	||	Wed Jun 22 00:33:14 EEST 2016	||	RT @timblnt: İspanya'da yarının ikinci manşeti:İspanyol milli marşı çalarken Katalan Pique'nin parmağı https://t.co/ZyYimFZQFB
543	||	629279440267276288	||	Thu Aug 06 16:14:44 EEST 2015	||	I'm at Dim Çayı Pınarbaşı Restaurant in Alanya, Antalya https://t.co/vk6a3pmCUe
544	||	766264226088361984	||	Thu Aug 18 16:23:22 EEST 2016	||	RT @OzturkSemih: Er ya da geç BİTECEKSİNİZ ! #TeröreLanetOlsun https://t.co/M011mWkEEp
545	||	787973125732524033	||	Mon Oct 17 14:06:47 EEST 2016	||	Madonna aslında keko'ymuş, keko madonnadan kürk madonnaya nası gelmiş bende bilmiyorum
546	||	640792720869453825	||	Mon Sep 07 10:44:24 EEST 2015	||	RT @coskununyeri: Sende evladını şehit et görelim bakalım "karaktersiz" dediğin şehit babalarından ne kadar karakterlisin  #dağlıca
547	||	766301274388258816	||	Thu Aug 18 18:50:35 EEST 2016	||	@LepperMadonna sevdiye'yi yerime öp olur mu ??
548	||	744964627667292160	||	Mon Jun 20 21:46:22 EEST 2016	||	RT @fatih_yasli: yasaklanan 10.yıl marşı'nın sözleri değil mevzu,yasaklanmış olması. tutuklananların dün ne dediği değil,bugün tutuklanmış…
549	||	736268841425244160	||	Fri May 27 21:52:25 EEST 2016	||	RT @kazakerkegi: alanyaspor kaleye soğan büyüsü yapmış ahshsjjs
550	||	766404324234633216	||	Fri Aug 19 01:40:04 EEST 2016	||	RT @yavrukartall_: 4sene üst üste şampiyon oldunFetullahin köpeği oldun Gerçeklerin tarih yazar Fetöcüsün galatasarayyyçArşı
551	||	595868382165078017	||	Wed May 06 11:31:07 EEST 2015	||	RT @medyaegecom: MHP'li Kılıç'tan vatandaşlara çağrı: "Yoksulluğa ve yolsuzluğa karşı birleşin"http://t.co/qYWOeZfkb5 @Senemkilic78 http:/…
552	||	674942802749464577	||	Thu Dec 10 15:24:38 EET 2015	||	RT @KrkMntl_Madonna: Hayat, habire başa saran film gibi. Ne olacağını bilsek de sonuna kadar seyirci kalıyoruz...
553	||	816993607374827524	||	Thu Jan 05 15:03:49 EET 2017	||	RT @SiirSokaktaaa: Tamamen yalnızım... Bütün dünyada yalnızım... Küçükten beri...Sabahattin Ali
554	||	640793777809047552	||	Mon Sep 07 10:48:36 EEST 2015	||	RT @ycuneytgocer: @neo_ottoman dağlıca halkını toptan imha edin. şerefsizler yaralı saldırıya uğramış askerimize sopalarla sadırmış piçler.
555	||	817452715878051840	||	Fri Jan 06 21:28:09 EET 2017	||	RT @fenerinmacivar: Murat Kosova: "Ve İzmir Marşı. Söz Fenerbahçe taraftarında."
556	||	743811605075464197	||	Fri Jun 17 17:24:40 EEST 2016	||	RT @depisdeli: Cumhuriyetin bilmem kaçıncı yılı olmuş hala 10.yıl marşını okuyorlar.Sorsan biz gericiyiz .p
557	||	629612648372547584	||	Fri Aug 07 14:18:47 EEST 2015	||	RT @12numaraorg: UEFA Avrupa Ligi Play-Off'unda ilk maçımız 20 Ağustos'da Yunanistan'da, rövanş maçı 27 Ağustos'da Şükrü Saracoğlu'nda yapı…
558	||	604358999824338944	||	Fri May 29 21:49:48 EEST 2015	||	beşiktaş berabere kalırsa kaçırırlar şampiyonluğu
559	||	640959893239934976	||	Mon Sep 07 21:48:41 EEST 2015	||	Galatasaray şehitleri unutmadı #Galatasaray #dağlıcasehitleri #daglicaacimizbuyuk http://t.co/nZe0fwbHRB http://t.co/KV6puE62z2
560	||	603582596388429824	||	Wed May 27 18:24:39 EEST 2015	||	@Efsanespors işin o at bi zahmet bizim atıcak halimiz yok herkes şampiyonluktan pay çıkarma peşinde
561	||	630147925419626496	||	Sun Aug 09 01:45:47 EEST 2015	||	RT @cmlaymzcb: Fetullahci terör örgütünün serefsiz piç polisleri NOKTA istihbarat veriyor Pkk terör örgütü kahpeleri sehit ediyor ! https:/…
562	||	673954922501554176	||	Mon Dec 07 21:59:09 EET 2015	||	RT @alanyaadres07: YILDIRIM'IN İSTİFASI KABUL OLMADIhttps://t.co/EFGQkEgc5z https://t.co/kdyEUXSqmr
563	||	629007397718228992	||	Wed Aug 05 22:13:44 EEST 2015	||	RT @KeskinEren1: Savaş suçlusu Musa Çitil  YAŞ tarafımdan ödüllendirilmiş yazıklar olsun
564	||	603875329447432193	||	Thu May 28 13:47:52 EEST 2015	||	Galatasaray'ın Türk Telekom Arena'da düzenleyeceği şampiyonluk kutlaması 31 Mayıs Pazar gününe alındı...
565	||	651866337711628288	||	Thu Oct 08 00:07:00 EEST 2015	||	RT @babai1235: Köy Enstitüleri kalsaydı Türkiye nobelkolik olurdu.. net
